position,title
Q21328606,Member of the Dewan Negara
Q21290861,Member of the Dewan Rakyat
Q107099453,member of the Johor State Legislative Assembly
Q107099508,member of the Kedah State Legislative Assembly
Q107099540,member of the Kelantan State Legislative Assembly
Q97646468,member of the Pahang State Legislative Assembly
Q98520101,member of the Perak State Legislative Assembly
Q107099788,member of the Perlis State Legislative Assembly
Q106775107,member of the Sabah State Legislative Assembly
Q61914038,member of the Sabah State Legislative Assembly
Q62090022,member of the Sarawak State Legislative Assembly
Q61914061,member of the Selangor State Legislative Assembly
Q107099954,Member of the Terengganu State Legislative Assembly
