wdid,name,wdLabel,source,sourceDate,pid,position,start,psid
Q6155600,Mustapa Mohamed,Mustapa Mohamed,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q24949267,Minister in the Prime Minister's Department,2021-08-30,Q6155600-297B35A7-107F-41CF-BFBC-29A3A75BC556
Q6653321,Maximus Ongkili,Maximus Ongkili,,,Q24949267,Minister in the Prime Minister's Department,2020-03-10,Q6653321-57fb1384-493d-9f90-9332-de163dc1fe76
Q6733710,Mahdzir Khalid,Mahdzir Khalid,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q30601414,Minister of Rural and Regional Development,2021-08-30,Q6733710-B083EA45-4D1C-4C6A-B0F6-EBF0AB6B947B
Q6962983,Nancy Shukri,Nancy Shukri,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q25242001,Minister of Tourism and Culture,2021-08-30,Q6962983-6E73855A-C1AB-410B-8D53-51A134D39D32
Q7047541,Noh Omar,Noh Omar,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q55623237,Minister of Entrepreneur Development (Malaysia),2021-09-11,Q7047541-0110D0C5-34BB-4D3E-BEA7-FDD112E3734D
Q7050236,Noraini Ahmad,Noraini Ahmad,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q30601405,Minister of Higher Education,2021-08-30,Q7050236-464912A9-AE83-4C26-9E71-37D549F70723
Q7365021,Ronald Kiandee,Ronald Kiandee,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q30601423,Minister of Agriculture and Food Industries,2021-08-30,Q7365021-B45B0008-5B37-43DA-99A5-845ABA12F101
Q73962,Mohamed Azmin Ali,Mohamed Azmin Ali,https://en.wikipedia.org/wiki/Mohamed_Azmin_Ali,2021-08-27,Q25240869,Minister of International Trade and Industry,2021-08-30,Q73962-414D2C97-4C65-4FD7-AAB9-56B34A55E31F
Q73962,Mohamed Azmin Ali,Mohamed Azmin Ali,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q95461539,Senior minister of Malaysia,2021-08-30,Q73962-B29D3E37-A070-432C-9384-16A59751C7F6
Q7400032,Saifuddin Abdullah,Saifuddin Abdullah,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q30601355,Minister of Foreign Affairs,2021-08-30,Q7400032-4F637FE5-DD75-4ABA-867E-0F36574F18C3
Q7461744,Shahidan Kassim,Shahidan Kassim,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q30601408,Minister of Federal Territories,2021-08-30,Q7461744-451B61A2-6DB4-4117-8BCA-5A052991D2D2
Q7967007,Wan Junaidi Tuanku Jaafar,Wan Junaidi Tuanku Jaafar,https://en.wikipedia.org/wiki/Wan_Junaidi,2021-08-27,Q24949267,Minister in the Prime Minister's Department (Parliament and Law),2021-08-30,Q7967007-BBC3DC92-E626-4804-B08E-86162292B0B8
Q7979293,Wee Ka Siong,Wee Ka Siong,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q25242000,Minister of Transport,2021-08-30,Q7979293-17940DB9-BA15-4C0F-8BE3-3BBF2FB4D243
Q8064320,Zafrul Aziz,Zafrul Aziz,https://en.wikipedia.org/wiki/Tengku_Zafrul_Aziz,2021-08-27,Q25241999,Minister of Finance,2021-08-30,Q8064320-FF531177-B90D-4CB0-903D-7F2C57252A55
Q8075369,Zuraida Kamarudin,Zuraida Kamarudin,https://en.wikipedia.org/w/index.php?title=Ismail_Sabri_cabinet&oldid=1059178629,2021-12-09,Q30601432,Minister of Plantation Industries and Commodities,2021-08-30,Q8075369-9A041661-84B0-4510-8E65-F96F56E4FE36
